customer_id,dob,country,identity_proof,address_proof,income_proof,kyc_status,risk_score,risk_grp,pep,adverse_media,sanctions,onboard,created_at,,
1199,5/1/1989,USA,Social Security Card,Rental/Lease Agreement,Paystub,Verified,1,Low,No,No,No,Yes,8/17/2023,,
1199,7/30/1979,USA,Birth Certificate,Utility Bill,Paystub,Verified,50,Low,No,No,No,Yes,3/1/2024,,
1199,1/9/1981,USA,Social Security Card,Credit Card Statement,Paystub,Verified,13,Low,No,No,No,Yes,6/7/2024,,
1199,4/27/1978,USA,Birth Certificate,House Purchase Deed,Bank Statement,Verified,68,Low,No,No,No,Yes,2/4/2024,,
1199,8/4/1992,USA,Social Security Card,House Purchase Deed,Bank Statement,Verified,53,Low,No,No,No,Yes,2/17/2024,,
1199,6/7/1978,USA,Birth Certificate,House Purchase Deed,Bank Statement,Verified,24,Low,No,No,No,Yes,2/14/2024,,
1199,12/2/1995,USA,Social Security Card,Utility Bill,Paystub,Verified,41,Low,No,No,No,Yes,2/24/2024,,
1199,1/26/1995,USA,Social Security Card,Rental/Lease Agreement,Bank Statement,Verified,67,Low,No,No,No,Yes,4/5/2024,,
1199,3/22/1980,USA,Driver License,Bank Statement,Paystub,Verified,77,Low,No,No,No,Yes,2/19/2024,,
1199,3/24/1993,USA,Passport,Bank Statement,Paystub,Verified,71,Low,No,No,No,Yes,5/29/2024,,
1199,9/1/1994,USA,Social Security Card,Credit Card Statement,Income Tax Return,Verified,95,High,No,No,No,Yes,3/25/2024,,
1199,10/25/1993,USA,Birth Certificate,House Purchase Deed,Income Tax Return,Verified,87,Medium,No,No,No,Yes,4/15/2024,,
1199,11/3/1987,USA,Social Security Card,Rental/Lease Agreement,Bank Statement,Verified,12,Low,No,No,No,Yes,3/17/2024,,
1199,11/10/1979,USA,Passport,House Purchase Deed,Income Tax Return,Verified,52,Low,No,No,No,Yes,4/13/2024,,
1199,12/24/1991,USA,Driver License,Bank Statement,Bank Statement,Verified,3,Low,No,No,No,Yes,5/31/2024,,
1199,8/2/1980,USA,Birth Certificate,Utility Bill,Income Tax Return,Verified,34,Low,No,No,No,Yes,6/16/2024,,
1199,7/25/1993,USA,Passport,Bank Statement,Bank Statement,Verified,9,Low,No,No,No,Yes,11/9/2023,,
1199,7/23/1990,USA,Birth Certificate,Credit Card Statement,Bank Statement,Verified,81,Medium,No,No,No,Yes,12/20/2023,,
1199,4/10/1983,USA,Social Security Card,Bank Statement,Bank Statement,Verified,70,Low,No,No,No,Yes,5/28/2024,,
1199,8/21/1984,Russia,Passport,Credit Card Statement,Income Tax Return,Verified,35,Low,No,No,No,Yes,7/8/2023,,
1199,8/26/1980,UAE,Passport,Utility Bill,Income Tax Return,Verified,80,Low,No,No,No,Yes,10/31/2023,,
1199,10/27/1992,Russia,Passport,Rental/Lease Agreement,Paystub,Verified,22,Low,No,No,No,Yes,1/29/2024,,
1199,2/22/1992,Russia,Passport,Utility Bill,Income Tax Return,Verified,69,Low,No,No,No,Yes,5/30/2024,,
1199,3/9/1980,UAE,Passport,Utility Bill,Bank Statement,Verified,30,Low,No,No,No,Yes,11/8/2023,,
1199,11/22/1986,UAE,Passport,Credit Card Statement,Income Tax Return,Verified,21,Low,No,No,No,Yes,12/9/2023,,
1199,11/10/1985,China,Passport,House Purchase Deed,Paystub,Verified,14,Low,No,No,No,Yes,7/6/2023,,
